student_id,first,last,gender,class,major,gpa
a1dbc2a8-7e1a-4276-82fc-c3f7dbc42661,David,Burnette,Male,Senior,Physics,3.09
292b9e3b-0f64-4484-9c22-7183ab655d6b,Ronald,Foster,Male,Freshman,Finance,3.8
8eaad117-5777-4ea5-bb6d-663865eeb196,Heather,Manning,Female,Sophomore,Engineering,2.87
5968575c-4098-42c7-9dba-2e4033f54368,Nancy,Mclendon,Female,Sophomore,Chemistry,3.24
3c4a4e51-0e56-4bf3-aef3-119ab468f690,David,Gross,Male,Sophomore,Engineering,3.39
d4044402-381e-43e3-9ca4-3ca02ac119e7,Jesus,Boswell,Male,Junior,Math,3.34
15f64b4f-9fb5-44d9-b32a-62b511aeb34e,Richard,Joyce,Male,Junior,Finance,3.75
e203b261-f501-4024-b329-630e3e2e8d42,Henry,Allen,Male,Junior,Engineering,2.95
fb41a474-ee2b-492f-982e-d0acdd8c277d,Pedro,Baldyga,Male,Junior,Physics,3.68
b2e1ac5d-fa4b-43f6-a3df-c0cc5af38c61,Israel,Mota,Male,Junior,Math,2.95
baf7db6c-f6de-4bd5-aaf0-e55e2804cdc6,Mary,Chi,Female,Sophomore,Finance,3.39
24b99dac-af47-4650-a24b-152fc482921b,Jennifer,Miller,Female,Sophomore,Finance,3.07
9dc99b9b-d5d3-4fba-8b40-c333d6113fe7,Kerri,Simpson,Female,Senior,Chemistry,3.43
63a1e919-0e1d-4b73-b0fc-91cf29f4ed41,Roberta,Gray,Female,Sophomore,Finance,3.47
396c12bc-a0de-4b4c-b6e4-eee71c642412,George,Arellano,Male,Senior,Physics,3.38
93d716b9-2c91-49d5-aacb-fa695a4aa2c3,Virgina,Solomon,Female,Senior,Chemistry,3.21
906aede7-c027-486b-8237-5b4f6cec14bd,Scott,Avenoso,Male,Senior,Economics,3.8
1418830a-ca98-4b96-96c4-2b06a51ea306,Janet,Hudson,Female,Senior,Finance,4.0
8a429a85-c1f1-4278-babc-d1f2c9739e14,Luis,Hudson,Male,Sophomore,Engineering,3.14
e3785211-2243-458f-8e88-362143825f98,Susan,Taylor,Female,Senior,Finance,3.86
4317deb4-7db6-43c2-9ae4-32cff3fd5dd7,Jose,Williams,Male,Junior,Engineering,3.15
d73bc7a8-ba09-4892-82e4-a4a6a2579531,Walter,Clifton,Male,Freshman,Economics,3.03
a4d4acc8-0620-469e-bb5f-dd2439d70ed7,Ruby,White,Female,Senior,Chemistry,3.59
8db0ec98-c888-4c9f-9ad7-845396785f30,Frances,Swisher,Female,Sophomore,Engineering,3.09
667a8999-3765-4a83-bc64-612f64a2011e,Tosha,Flanagan,Female,Junior,Economics,3.92
36c5f02f-c96b-4f9b-bf16-15779ce23c24,Anthony,Bunn,Male,Sophomore,Engineering,2.63
662510ab-ae3c-489b-8e39-e3a78a4ee921,Clark,Flores,Male,Senior,Chemistry,3.09
18e3430a-b1ce-4e95-8f66-500d4b1d30c1,Chad,Brock,Male,Freshman,Math,3.15
4260cfbb-cf43-4049-b03c-75143f64c52d,Omar,Gaston,Male,Junior,Engineering,3.86
316d7fd2-3e0e-4fe4-baf9-93fabc65297d,Fernando,Smith,Male,Junior,Physics,3.52
ee1ce005-5671-431b-b832-61452d15ad76,Yvonne,Delo,Female,Sophomore,Economics,2.87
08284018-ad23-4bee-b0d7-2d3f6bf130bd,Brenda,Cabaniss,Female,Junior,Physics,3.38
6aaf0554-ea3c-4ca7-8f86-95fe21bcb225,Max,Maloney,Male,Freshman,Engineering,2.92
8f516c52-d05d-4023-8c7c-2a2b76b9a295,Kevin,Caudill,Male,Junior,Physics,3.53
7d4947e7-4c56-4466-bd93-3d2ffffa3ff9,Richard,Dillard,Male,Sophomore,Engineering,3.05
ed1f11d4-cf19-4792-83dd-0f9fea5a4692,Karla,Cota,Female,Junior,Economics,3.12
82030f42-756b-4d4d-8c08-ec4b6db4f755,Jerry,Fagan,Male,Senior,Finance,3.15
cdf02320-43d7-4325-9c9b-37b1d0f43ccb,Michael,Eddings,Male,Junior,Finance,3.2
f8a96baf-ea2e-462b-b131-fece7e51029a,Mason,Barnett,Male,Sophomore,Chemistry,3.39
e0d1dcc2-d48d-481e-ac3d-2a3cacf11787,John,Seymour,Male,Freshman,Finance,4.0
75582488-f9d5-4d3e-abe3-fe503df07e3a,Linda,Ramirez,Female,Freshman,Chemistry,3.21
52856cb8-4ee2-438b-b645-1e67eee3d3c0,Elizabeth,Ali,Female,Junior,Economics,3.32
df6de0bf-c7e8-471e-a341-127db3ea661e,Clifton,Johnson,Male,Sophomore,Economics,3.13
147b37a7-a05d-481b-80da-3b1f69fec695,Sherman,Leslie,Male,Freshman,Physics,3.52
20f9309d-dc37-4272-bad5-fccfe2c822dd,Vernon,Ro,Male,Junior,Engineering,2.69
064882b8-cef7-46bc-8d83-9a2b21ea7157,Geraldine,Richey,Female,Freshman,Finance,3.56
0413e874-519a-4a8a-a7c8-4350923519fa,Dolores,Henderson,Female,Sophomore,Economics,3.31
b4d7bb04-5a9d-48b6-b32a-68ae4f4af36d,Kenneth,Petty,Male,Sophomore,Economics,3.22
b7fd1a05-80b7-4fa4-8eef-db1851ad2a4f,Alma,Hines,Female,Junior,Economics,3.77
5838e938-400f-4bf5-878f-8d079453af43,Constance,Myers,Female,Freshman,Finance,3.68
d546bae1-10a4-4d1c-bbcb-f13fd54541ab,Terry,Zieba,Male,Senior,Engineering,3.15
382fb6c7-6ab6-4f5b-9003-e9989b6ee701,Suzanne,Fields,Female,Sophomore,Chemistry,3.86
58c85ce0-5fbe-4d16-a069-a57b9cae6ec7,Shannon,Hurley,Female,Junior,Finance,3.12
2fdc2120-86e1-4e26-b96a-3e17df7af841,David,Tesh,Male,Junior,Chemistry,3.68
474e60cf-6f89-4f29-a560-206b57b3d9aa,Jason,Runnels,Male,Senior,Engineering,3.08
d3170950-f20b-4121-bd44-2d0595dd46c1,Nancy,Perrodin,Female,Sophomore,Chemistry,4.0
e5a45134-6d16-4980-8cd4-a1714f510444,Kenneth,Clemons,Male,Sophomore,Chemistry,2.88
cc4edac6-b9a0-4ff4-a771-71a5cbee48e9,Rudolph,Mccane,Male,Senior,Engineering,2.84
2d6b111b-af54-447f-89ed-81743182a1c0,Arthur,Godsey,Male,Sophomore,Chemistry,3.17
bf120420-e1af-4be2-a175-01d8841f2102,Anthony,Bray,Male,Freshman,Engineering,3.33
9af34895-3ba0-407f-97ca-50d9ece1e3ed,Buffy,Wirth,Female,Senior,Economics,3.43
2a28f428-a7dc-408a-b777-db64b7ccda63,Tracy,Simon,Female,Senior,Chemistry,3.45
81b8c8b3-7e5b-403e-8f2a-3fa4e0a2427e,David,Vanzee,Male,Sophomore,Economics,3.09
7e8acfd9-0b14-4ad0-9966-0063cc23099c,Mark,Shanberg,Male,Freshman,Engineering,3.18
236a9fd9-7af5-417c-99f3-a1a678121d4b,Jill,Mitchell,Female,Sophomore,Finance,3.2
90a9bc94-9127-47af-969c-e5bede8e2c8a,Steven,Robinson,Male,Senior,Physics,3.25
64f0a13c-ad40-42ec-9b11-433005bd8aa0,James,Hoff,Male,Junior,Physics,3.34
8537db5e-1a3b-4e6f-8590-3b434bd2ef3f,Tyler,Bogan,Male,Sophomore,Finance,3.81
2b99d648-6619-405f-91f1-4c0e4dec489d,Meghan,Gilman,Female,Junior,Engineering,2.5
603779d8-6a4e-40d0-8eb9-a1855b7a1eb1,William,Folse,Male,Freshman,Physics,3.76
aa97e069-b210-4e50-a62e-4a366683d67a,Michael,Lyons,Male,Junior,Math,3.3
9cd47a67-148c-4cbf-9296-9d6e195d5867,Avis,Shipman,Female,Junior,Economics,3.45
178776a5-e1e3-44ef-9fab-e2466734cb6a,Virgil,Harper,Male,Junior,Finance,3.23
2f3db5b9-486d-4a30-bdcf-81f9a71cf092,Edward,Martinez,Male,Freshman,Physics,3.47
4e957690-fa9b-48c6-af58-3b370ded7d30,Allison,Krieg,Female,Junior,Chemistry,3.56
c2819404-c001-4b27-9659-2f807ece9280,Timothy,Hanson,Male,Senior,Engineering,2.42
f7cf7171-de88-4434-afd1-200cfb9c1da9,Chris,Voskamp,Male,Freshman,Finance,3.68
8962d6d1-cd36-41e6-99dc-14b9eee60480,Robert,Mertz,Male,Senior,Engineering,3.37
2900cea4-e471-4cb1-9c81-0248b3d7c6e7,Dale,Wheatley,Male,Senior,Finance,4.0
2f0f6120-d86a-4f40-9e7c-8a84b1f554c4,Lee,Jondle,Male,Senior,Chemistry,3.68
014cde8b-d943-4187-b711-402c316ee546,Michael,Walden,Male,Senior,Economics,3.89
634c6900-4a15-495e-93f2-a46296706be8,Glen,Nattiah,Male,Sophomore,Finance,4.0
957c0be2-e9d7-466d-bc48-b5cfa519c57b,Angela,Lara,Female,Freshman,Math,3.1
882b77e6-951b-4cea-ad4f-db9c39ae3acc,Matthew,Goodrow,Male,Senior,Economics,3.07
83a3a273-b832-4f76-adc8-c8e997114097,Michael,Pioske,Male,Senior,Engineering,3.14
6624653c-d289-4f07-8858-6b372ab2da3c,Edna,Burkett,Female,Senior,Math,2.66
2b32709e-e09e-48a6-b8aa-83a0d89b88c6,Patricia,Stout,Female,Freshman,Physics,3.45
f07b4a42-c4fa-431d-81e4-0bd926220303,David,Bradbury,Male,Sophomore,Engineering,2.83
fc5f5326-def4-4a2f-9cf9-053d2bbfe4d3,Alma,Trim,Female,Sophomore,Economics,2.89
a282d453-15d5-47fa-9be1-9c900b0b348d,Florence,Ovellette,Female,Sophomore,Finance,3.58
54ab4433-c3c9-4058-a1ef-70a0ad22d226,Joseph,Marks,Male,Senior,Math,3.43
f2cd672b-13a1-4db0-aa4d-228d2e91b2d7,Marcie,Duque,Female,Junior,Finance,3.51
12a6d8b3-a511-469c-9fde-354b0de7cb69,Don,Bolton,Male,Freshman,Finance,3.17
bff69105-ae66-4f30-8421-921f1c6573c5,Susan,Bailey,Female,Sophomore,Economics,3.38
49f49711-d0fb-40c1-a540-0ac6dd29d0f4,Ricardo,Grant,Male,Senior,Finance,3.83
fbc505a0-c8bc-4c4b-b32b-2a7602a6a683,Betty,Ewing,Female,Sophomore,Finance,3.52
70b8f3eb-8f73-4270-9d29-8fb3c6d83d50,Mamie,Crane,Female,Junior,Finance,3.36
a487ffb5-eacc-4779-bba5-0a3abdeae97a,Kenneth,Speers,Male,Freshman,Math,2.92
c979155b-b854-4a16-b79a-bc66c3def517,Joe,Stark,Male,Junior,Engineering,3.37
5aa1f9cd-1313-4443-abce-e74df66ae16a,Stefanie,Bourque,Female,Junior,Finance,4.0
e74ea73a-4ec7-49ba-b350-40cba141cc3b,John,Sample,Male,Freshman,Chemistry,3.44
43c96aa3-e851-4bd0-ab8f-abd66198059f,Troy,Glover,Male,Freshman,Engineering,2.83
b880bc21-058b-402c-8b32-94f5232c542f,Crystal,Bondy,Female,Freshman,Economics,3.38
8b4367c3-f7f8-4594-bc2a-0581055f15ad,Wilbur,Solorio,Male,Junior,Physics,3.08
85067951-d829-496f-b8d3-cf5d7db8d834,Barbara,Salazar,Female,Junior,Finance,3.5
eeb266d6-668a-4818-8717-7a0d0709fca2,John,Edge,Male,Freshman,Engineering,3.41
953a07fc-7b5d-45e3-a8a0-f86f1aef52b8,Ronald,Hearne,Male,Senior,Engineering,3.65
5e0e33b0-6fdb-45d2-a060-08cdcfd32289,Gary,Thompson,Male,Sophomore,Physics,3.09
dc3965a8-8350-42eb-8b36-43177772a38e,Concepcion,Williams,Female,Senior,Economics,3.31
9f5c0d75-7515-45c0-816f-e86b83684ba2,Frank,Speth,Male,Freshman,Finance,3.73
779eab0b-c320-48eb-968b-b62b37480e0f,Frederick,Mcbride,Male,Senior,Chemistry,3.88
50275152-8c18-4500-8bce-32603f077dc9,Vincent,Shadrick,Male,Junior,Finance,2.6
268a647d-860f-4c35-bf1b-c4acca8ef582,Faye,Caron,Female,Freshman,Finance,3.67
2f151e46-1409-4202-b5e5-08db8d8b27a5,Martha,Gaines,Female,Senior,Finance,3.67
c6599de5-9e20-4e03-85b1-5ff9fc9df772,Neil,Evans,Male,Junior,Chemistry,3.69
134dcda6-8a4c-4267-906b-2fbc5688497b,Miriam,Hicks,Female,Senior,Economics,3.79
5dd90de1-b66d-411f-b9c3-557fcfd0d71e,Dorothy,Mccurdy,Female,Senior,Economics,3.76
c5488b6f-08f1-41cc-befa-faebb8ecac14,Evan,Scott,Male,Junior,Engineering,3.22
77e70154-8851-484e-9d17-8707fc49cafd,Joann,Villareal,Female,Sophomore,Finance,3.91
de4b9c87-74f9-46bb-b410-49a671f75e25,Julie,Laitila,Female,Junior,Economics,3.11
ca7953bf-016b-4ff3-a8c0-27857cbed9e1,James,Jones,Male,Senior,Chemistry,3.25
4318028e-554c-4585-89d2-d62cc41b614b,Arthur,Rosen,Male,Freshman,Engineering,2.9
98dff497-f9a5-4754-8b1a-7cfd4532b8c8,Mike,Donnellan,Male,Junior,Engineering,3.24
c4db9d8e-067e-4b4a-a317-4a8a2692e510,Andrew,Wolff,Male,Sophomore,Physics,3.22
c5bc19b3-9f2e-4afd-8345-55c123602508,Cecil,Lundy,Male,Junior,Physics,3.33
d949f1df-a122-47fc-aefc-5773879b4151,Stuart,Davila,Male,Junior,Economics,3.76
842d539f-dabc-4212-a3d9-27817bcc4f08,Mable,Hernandez,Female,Junior,Chemistry,3.77
cfeb5531-2123-4f62-8460-9b608f70adc2,Paris,Brinda,Male,Sophomore,Engineering,3.46
63879ff2-59a7-4a45-8b09-d608f6ee20f9,Berniece,Lewis,Female,Junior,Economics,3.78
f435fc38-3934-411d-8943-07bd0c41984a,Virgina,Dixon,Female,Freshman,Chemistry,3.5
1516ce59-ef83-4708-9408-cf073417b8bf,Marie,Valle,Female,Junior,Physics,3.03
05cebb19-39bc-47d1-9ce8-95b5b3a82f9a,Rosalva,Scott,Female,Junior,Economics,4.0
a2ca4f49-fef9-48c5-be17-1e6fe1d036d7,Scott,Collins,Male,Junior,Math,3.28
f3b2109c-6bfe-4517-ae10-cd2679f7f3e5,Frank,Brown,Male,Sophomore,Engineering,2.56
78f02886-e913-48c0-a5f5-2bf8dc90c1be,Mirta,Mcmullen,Female,Senior,Chemistry,3.41
61a1a35d-66ef-4701-98ea-49d2c8ecb8a6,Mark,Wilk,Male,Sophomore,Engineering,2.65
be955a57-99f9-4096-b27e-1b125dfd73c7,Angel,Cook,Male,Sophomore,Engineering,2.66
005bea1d-3442-4f60-adc1-7ee23d007d35,Jacqueline,Newman,Female,Freshman,Finance,3.63
965b818b-c6b7-421e-9bfd-6c13b73dcd1c,Milagro,Tymeson,Female,Senior,Economics,3.0
83f151e7-df52-4ba1-981d-a067d3d4819b,Jennifer,Manko,Female,Junior,Economics,3.76
6c000132-064b-4ed9-a919-99b4461f3312,Omar,Church,Male,Sophomore,Economics,3.3
c343c1c3-06df-4217-80c0-379702fbf6c3,Kimberly,Ferguson,Female,Junior,Finance,3.38
3c468120-f16a-4aa0-87a7-62c7678d1016,Cynthia,Rousey,Female,Freshman,Finance,4.0
8d2cf444-4bce-4f68-93ed-541c5633ab9d,Lori,Morse,Female,Freshman,Chemistry,3.82
9433c598-f61c-420e-9f80-41d865c7923d,Corey,Manning,Male,Sophomore,Chemistry,3.19
67152396-5acd-4d6d-82ce-41310ed68a79,Victoria,Hastings,Female,Senior,Finance,3.53
1ec7535b-002a-4526-a7a1-a8a3574c114e,Jessica,Justice,Female,Sophomore,Economics,3.55
b634d3d6-94e5-4ce0-93c0-5936a24e0aac,Guillermo,Chizmar,Male,Freshman,Engineering,2.92
998ef000-51f1-4a6e-a8fa-5bcc5d97a8fd,Grant,Polland,Male,Freshman,Engineering,2.82
741cf05c-f026-40db-946e-6b9e1d0b7e21,Leonard,Stanton,Male,Freshman,Engineering,3.06
1af31ad9-a44f-47c7-a8f8-e68d13cb6af3,Stacey,Evans,Female,Junior,Finance,3.3
fd22cb27-46eb-436a-b0d1-8bc3617b32e5,Eunice,Smith,Female,Freshman,Math,3.69
585c6f39-fa8d-458d-8b81-6e4f92e8e8ac,Barbara,Berg,Female,Junior,Economics,3.8
d2006b67-129d-4c67-a58f-578789259ed6,Pedro,Handy,Male,Senior,Engineering,2.63
3a6c9c54-fb61-48de-a9ee-83eec5669c95,Geraldine,Morrison,Female,Junior,Chemistry,2.98
8928bc0d-6f5f-4636-9e7d-a8259ce12519,Judi,Gasiewski,Female,Senior,Finance,3.59
eaa12e84-31f8-4196-bdf9-cc76894a1af6,Barbara,Andre,Female,Senior,Finance,3.42
21a37c18-109d-49c7-b74f-32c7f0632b8d,Catherine,Moulton,Female,Sophomore,Engineering,3.15
633f6ea0-216c-40eb-bde8-6fed2310b337,Jesse,Hayden,Male,Junior,Engineering,2.81
1814b3d0-6450-4448-bb54-45fa9a4e82d6,Nicholas,Moseley,Male,Sophomore,Engineering,2.77
69124f6b-bae5-4fe5-b448-35a7db1fb6e3,Michael,Blum,Male,Freshman,Chemistry,2.97
98131807-6db4-4864-a241-baa73a2d0d09,Renate,Kirby,Female,Sophomore,Economics,3.16
942faa64-5251-453a-b6a7-ecab14f7feed,Ashley,Buchanan,Female,Freshman,Economics,3.38
9afa6dfc-9755-41da-a708-c016dc6b7524,Robert,Iler,Male,Sophomore,Engineering,3.39
9bbdc1a5-dd30-444a-b903-6ee5b63eadc8,Mary,Cox,Female,Sophomore,Economics,2.98
ad30c0ce-a71f-4294-b7a7-e6e019ee984d,Marion,Matarrita,Female,Sophomore,Chemistry,3.62
4bb0282b-d52b-4e8f-9cd5-4dbd0b4fe65f,Jani,Turman,Female,Sophomore,Engineering,2.93
ef7b8de5-bffb-40d4-8878-35e3a0b01447,Barry,Mclain,Male,Freshman,Math,3.31
b81373bf-b51e-4298-b967-94b5697638c0,Derek,Ford,Male,Sophomore,Finance,3.81
b3aa1c66-d1eb-48ad-89f8-b2b5a5cefa15,Lola,Fulton,Female,Freshman,Economics,3.32
13a5fabf-787b-4f40-8609-08366ebae350,Roger,Daise,Male,Freshman,Chemistry,4.0
3b8d82e1-628f-4c79-8d6b-f2b0f62ef027,Charles,Fontenot,Male,Sophomore,Finance,3.62
ffd60461-ff3a-4de9-89ec-aa6de45f6798,Debra,Oldham,Female,Junior,Finance,3.51
c83e3f19-ba0e-4438-99d5-5ec24d3e3123,Louann,Watson,Female,Senior,Finance,3.0
bdf187dc-f4b3-45f7-9230-16dd20815ae6,Richard,Brewer,Male,Freshman,Math,3.78
c06bf21e-a850-4096-b5e3-f5c42db6c430,Gary,Bailey,Male,Senior,Physics,3.22
b7fd067c-6983-4403-b6aa-0d174ca1491f,Benjamin,Williams,Male,Sophomore,Engineering,3.43
32b56681-3405-4fe3-9fc4-05efbe59ae35,Zachary,Poitra,Male,Junior,Physics,3.53
0c099648-6348-40e7-b63c-2c942766b6c7,Jesus,Hardy,Male,Sophomore,Economics,3.6
9df68f89-35c4-4107-ba0b-2891c854b627,Charles,Thompson,Male,Sophomore,Engineering,2.97
3fe6e939-7769-41fb-945e-04c7e2c26db0,Harry,Simmons,Male,Sophomore,Physics,3.62
5228a391-b40f-4393-8c72-328c7784fd7a,Leonard,Lashley,Male,Sophomore,Physics,3.59
ec9f6dad-51eb-41c6-9f82-2faf1e8e7c4d,Roger,Pedlow,Male,Senior,Engineering,3.52
36460d5c-da65-4f69-b42d-ddeb7c82fa7c,Irma,Martinez,Female,Senior,Economics,3.56
050d3f18-30e5-4c08-8dc5-ea85cb683ba8,Toni,Real,Female,Sophomore,Economics,3.93
cd424190-fc3b-45e0-a439-c0171bc12634,Barbara,Corbin,Female,Freshman,Economics,4.0
e41f50f8-b4b2-45c4-b35d-137cd2e88062,Cynthia,Gomez,Female,Freshman,Chemistry,2.97
ed6521e0-1550-481d-a783-8e52d11564b2,James,Youd,Male,Senior,Chemistry,3.79
30a96cb6-9bb2-4efc-8d25-39ab6e1d69a1,Pablo,Bell,Male,Senior,Math,3.45
0ab58412-e651-40dd-b788-3853d2a1aa51,William,Snodgrass,Male,Senior,Math,3.38
118e5c01-899d-4d00-b6d6-ab651bbf0be4,Greg,Barfield,Male,Freshman,Finance,3.68
b259357e-227f-44ae-96a0-27dd1986c1ce,Benjamin,Kleiman,Male,Freshman,Finance,3.15
dbd27450-d752-4ad1-821a-c64bedf90067,Traci,Commons,Female,Senior,Economics,3.51
81262a9c-caaf-475f-bc79-7f5f584ff492,Daniel,Henry,Male,Freshman,Physics,3.28
c7bdcbce-737c-4a10-b040-380feddd9bb6,Margaret,Lambert,Female,Sophomore,Finance,4.0
a1f1afa8-3773-494d-9c41-5af89bca6e55,Elizabeth,Raposa,Female,Sophomore,Chemistry,3.38
7a31635f-1b5c-44be-8a2f-f92fb722a04d,Stacey,Tyson,Female,Freshman,Chemistry,3.51
ff5c3541-708b-435b-85ea-6effa8952f4d,Vernon,Caldwell,Male,Sophomore,Engineering,2.76
79d72fbe-e92a-4be3-9193-b37eaee5439d,George,Reynolds,Male,Freshman,Finance,3.24
10de2252-d74f-482d-8fb4-8666b8680f85,Maira,Kollar,Female,Freshman,Finance,3.14
c14705c1-b100-4220-a53a-9d46bc6ea5dd,Amanda,Anderson,Female,Senior,Physics,3.17
55b46e35-ba06-4715-a07f-eadc864ecd68,Constance,Jenkins,Female,Junior,Physics,3.21
a1664176-39c4-4c6d-8798-01fd7e4c17f5,Corey,Henson,Male,Senior,Math,3.19
d0204170-94b2-4464-8d89-60851a0d4ec5,Donald,Crowder,Male,Junior,Math,3.46
2cea7bd0-5730-4046-b8bd-5b867a9a81ca,Scott,Ward,Male,Sophomore,Physics,4.0
177d8fcb-363b-42bb-9823-0aa657f4e201,Stephanie,Mitchel,Female,Sophomore,Economics,4.0
78890a32-5934-4779-8aba-5e83cdb362da,Peter,Rimson,Male,Junior,Chemistry,3.09
3dac410c-6cb3-41fb-ba7a-fcebde816a03,Jeremy,Mcdaniel,Male,Freshman,Physics,3.46
b914c4fa-4d1f-428e-bab9-974807d499ca,Alicia,Hawkins,Female,Sophomore,Physics,3.19
ea136aec-ebd6-4e52-83fa-fabf550a68ac,Wanda,Oconnor,Female,Senior,Economics,3.55
478961c9-d8c7-41d1-a2ef-255c48b59e22,Kelly,Klaver,Female,Sophomore,Finance,3.94
08c1aae0-1092-44db-9264-d46b06afa3eb,Terrance,Barnes,Male,Senior,Math,3.31
adb997fb-51d1-4c54-b844-3f840b55a530,Kevin,Troendle,Male,Junior,Economics,3.02
fb713d3b-11be-4a4f-9369-6abde7fb5424,Michael,Stallings,Male,Sophomore,Chemistry,3.43
349baa1c-1d25-4b70-a7bf-0cb1480b580f,Tifany,King,Female,Freshman,Chemistry,3.32
e50781a2-97c6-4c1c-95df-334883172ec3,Robert,Prater,Male,Senior,Economics,3.33
a6e52410-87ff-4fe3-bd1e-367f08777757,Mildred,White,Female,Junior,Math,3.26
304f14e8-bc59-4709-a37a-d89e32392ef3,Jessica,Payne,Female,Junior,Engineering,3.19
7cc745c8-e1d5-438f-97e3-a7d62a3f01c1,Helen,Herrera,Female,Freshman,Math,3.54
eb41b300-fe34-4772-97e9-3519f24a62d7,Whitney,Kent,Female,Junior,Finance,3.71
04ddc401-fa75-4c7f-9c88-1edcbf205a5d,Dorothy,Lyles,Female,Junior,Chemistry,3.81
6b619d93-1b3b-4097-9048-ab664d283ea9,Randall,Redner,Male,Sophomore,Physics,3.09
88447f8c-e596-41b4-a84b-40981fa7aa93,Roger,Krause,Male,Senior,Engineering,3.62
ec4c49fc-bff0-4c5c-b258-7f0d9957fc62,Tracey,Lilly,Female,Senior,Economics,3.45
87d6eaf8-c63f-480d-88b5-e66cee01dbe5,Mary,Amparan,Female,Freshman,Economics,3.53
62fee261-bfa3-48cf-8e06-51e472f5fecf,David,Waldow,Male,Sophomore,Physics,3.18
d867f701-2c0c-49f2-870f-75ce0a72f1f7,Philip,Stevens,Male,Senior,Finance,3.22
12a1a8fb-3d37-463b-a8ec-71856dc4fa87,Robert,Reyes,Male,Senior,Engineering,3.12
3da44ae2-14c8-427c-ade0-4e012e73862b,Robert,Samantha,Male,Junior,Physics,3.49
d1a4daef-8a35-4fa6-942a-ce616b1f4841,Rodolfo,Beasley,Male,Freshman,Engineering,3.25
cf914221-261b-4233-9963-33f6108efebd,Christine,Stickles,Female,Freshman,Math,3.39
d55f402c-c03b-4eb9-a0e6-63226b3fca75,Jo,Ward,Female,Senior,Finance,3.55
772a7f69-3eac-4d19-a4c6-d89a760b5205,Harold,Jones,Male,Junior,Physics,3.96
3b7ebbb6-a4bf-4eb2-8a1a-e881182ef2e6,Lila,Butterfield,Female,Senior,Economics,3.29
5b32397e-fecf-4e0b-a855-8b10eca7c9f4,Levi,Rodriguez,Male,Senior,Engineering,2.88
31d08966-445e-4ea1-aa95-4d31e345b77e,Frances,Mcdaniel,Female,Freshman,Engineering,2.84
23038680-7652-46ef-b095-bc42977e1c53,Gordon,Rhodes,Male,Senior,Engineering,2.71
11c0707c-4496-4a09-b7fe-12f0afcf700e,Larry,Bryan,Male,Freshman,Chemistry,3.04
bae0b58a-bc33-411b-aeba-a88d73ba9966,Oscar,Snowden,Male,Junior,Finance,3.96
df1c2913-06a8-4c11-affc-b8183815be57,Jack,Aleman,Male,Sophomore,Engineering,3.55
e0894a9d-8398-4095-b957-4d9807829106,Sonya,Annas,Female,Freshman,Chemistry,3.23
03eed323-d9f4-4453-8311-7e771e647f77,William,Jones,Male,Freshman,Engineering,3.3
9729efb6-7fa3-48ed-af22-e4d844442b3d,Alissa,Stokes,Female,Sophomore,Finance,3.71
23a85e8c-959c-463b-8d8c-f8ab65aed20f,Patricia,Law,Female,Freshman,Economics,3.08
46812da6-9a27-423a-bd20-73b29e6daea9,Edward,Anderson,Male,Freshman,Engineering,2.85
884a7744-fbbe-4600-8f46-5a590b164186,Christopher,Henry,Male,Sophomore,Engineering,3.3
